colummn
51.0
56.99999999999999
53.0
43.0
56.00000000000001
36.0
38.0
48.0
30.0
42.0
21.0
23.0
34.0
33.0
30.0
30.0
28.999999999999996
35.0
23.0
56.99999999999999
41.0
27.0
27.0
31.0
30.0
28.000000000000004
28.000000000000004
24.0
28.000000000000004
23.0
27.0
32.0
33.0
30.0
32.0
31.0
25.0
36.0
23.0
26.0
31.0
24.0
30.0
32.0
30.0
21.0
23.0
34.0
30.0
23.0
30.0
26.0
30.0
33.0
31.0
33.0
31.0
28.999999999999996
36.0
27.0
31.0
28.999999999999996
28.999999999999996
28.999999999999996
27.0
22.0
33.0
30.0
24.0
28.000000000000004
37.0
33.0
34.0
31.0
31.0
31.0
28.000000000000004
27.0
22.0
42.0
67.0
60.0
55.00000000000001
56.00000000000001
38.0
45.0
42.0
39.0
34.0
34.0
32.0
37.0
31.0
35.0
53.0
59.0
61.0
50.0
50.0
43.0
33.0
45.0
40.0
31.0
41.0
56.99999999999999
48.0
62.0
51.0
40.0
44.0
50.0
39.0
50.0
40.0
56.00000000000001
53.0
51.0
34.0
40.0
54.0
40.0
51.0
48.0
37.0
39.0
43.0
43.0
36.0
31.0
46.0
47.0
46.0
56.00000000000001
43.0
34.0
46.0
45.0
44.0
42.0
56.00000000000001
44.0
57.99999999999999
57.99999999999999
55.00000000000001
59.0
53.0
40.0
41.0
39.0
25.0
38.0
28.999999999999996
28.999999999999996
25.0
31.0
40.0
25.0
31.0
48.0
41.0
45.0
65.0
46.0
36.0
37.0
50.0
40.0
54.0
34.0
25.0
38.0
40.0
49.0
55.00000000000001
43.0
36.0
64.0
50.0
31.0
28.000000000000004
39.0
44.0
62.0
48.0
65.0
59.0
64.0
59.0
50.0
70.0
72.0
67.0
70.0
61.0
56.00000000000001
56.99999999999999
61.0
60.0
48.0
55.00000000000001
37.0
45.0
42.0
45.0
47.0
57.99999999999999
54.0
47.0
57.99999999999999
56.99999999999999
54.0
40.0
41.0
45.0
43.0
39.0
39.0
44.0
38.0
47.0
65.0
69.0
53.0
47.0
56.00000000000001
57.99999999999999
65.0
55.00000000000001
67.0
64.0
68.0
69.0
75.0
69.0
