colummn
42.0
42.0
23.0
27.0
28.999999999999996
52.0
60.0
35.0
31.0
33.0
33.0
34.0
28.000000000000004
28.999999999999996
31.0
38.0
27.0
28.000000000000004
42.0
50.0
67.0
69.0
59.0
56.00000000000001
64.0
64.0
66.0
61.0
61.0
51.0
49.0
42.0
61.0
49.0
48.0
47.0
56.00000000000001
55.00000000000001
48.0
38.0
45.0
56.99999999999999
49.0
45.0
54.0
36.0
45.0
40.0
46.0
44.0
43.0
47.0
38.0
39.0
61.0
47.0
50.0
35.0
47.0
35.0
35.0
46.0
59.0
45.0
48.0
55.00000000000001
48.0
40.0
53.0
41.0
49.0
44.0
28.999999999999996
35.0
52.0
56.00000000000001
57.99999999999999
48.0
56.99999999999999
45.0
33.0
52.0
40.0
52.0
45.0
41.0
35.0
42.0
35.0
46.0
37.0
41.0
33.0
31.0
47.0
41.0
34.0
47.0
43.0
43.0
55.00000000000001
47.0
48.0
46.0
39.0
35.0
22.0
32.0
34.0
36.0
40.0
28.999999999999996
30.0
35.0
28.999999999999996
32.0
28.999999999999996
32.0
44.0
28.999999999999996
34.0
45.0
37.0
42.0
47.0
40.0
61.0
23.0
27.0
50.0
31.0
39.0
38.0
30.0
38.0
55.00000000000001
50.0
53.0
39.0
38.0
43.0
45.0
46.0
28.000000000000004
36.0
36.0
33.0
50.0
59.0
34.0
21.0
38.0
28.999999999999996
30.0
28.999999999999996
23.0
30.0
28.999999999999996
31.0
39.0
38.0
63.0
61.0
61.0
56.99999999999999
34.0
47.0
63.0
26.0
36.0
56.99999999999999
41.0
32.0
32.0
35.0
41.0
55.00000000000001
50.0
44.0
56.99999999999999
37.0
28.999999999999996
33.0
33.0
28.000000000000004
36.0
36.0
33.0
49.0
42.0
39.0
38.0
32.0
36.0
38.0
38.0
43.0
37.0
43.0
32.0
34.0
47.0
51.0
45.0
31.0
33.0
27.0
27.0
23.0
38.0
39.0
25.0
30.0
26.0
35.0
27.0
32.0
39.0
25.0
27.0
39.0
26.0
28.000000000000004
22.0
24.0
43.0
36.0
62.0
59.0
48.0
36.0
35.0
33.0
27.0
30.0
28.000000000000004
28.000000000000004
37.0
34.0
39.0
47.0
47.0
46.0
34.0
26.0
26.0
34.0
27.0
32.0
33.0
36.0
36.0
28.000000000000004
31.0
25.0
33.0
31.0
30.0
30.0
25.0
23.0
34.0
28.999999999999996
27.0
34.0
34.0
43.0
28.000000000000004
21.0
39.0
35.0
39.0
37.0
23.0
26.0
37.0
30.0
40.0
24.0
36.0
37.0
28.999999999999996
34.0
34.0
34.0
31.0
47.0
43.0
36.0
38.0
44.0
50.0
31.0
43.0
47.0
40.0
39.0
41.0
35.0
43.0
36.0
38.0
32.0
34.0
44.0
40.0
39.0
45.0
49.0
41.0
43.0
47.0
51.0
34.0
49.0
23.0
37.0
48.0
37.0
43.0
43.0
37.0
50.0
55.00000000000001
56.00000000000001
55.00000000000001
49.0
47.0
41.0
43.0
38.0
43.0
45.0
40.0
45.0
47.0
49.0
55.00000000000001
56.99999999999999
67.0
49.0
59.0
59.0
51.0
43.0
56.99999999999999
46.0
52.0
48.0
37.0
37.0
50.0
38.0
51.0
48.0
37.0
52.0
44.0
47.0
48.0
59.0
50.0
35.0
54.0
55.00000000000001
54.0
52.0
48.0
40.0
54.0
38.0
44.0
46.0
44.0
44.0
37.0
34.0
50.0
50.0
39.0
44.0
41.0
42.0
39.0
38.0
42.0
51.0
36.0
45.0
41.0
46.0
34.0
42.0
49.0
49.0
39.0
50.0
49.0
60.0
37.0
53.0
43.0
38.0
50.0
35.0
41.0
51.0
52.0
54.0
35.0
50.0
56.99999999999999
44.0
39.0
48.0
41.0
37.0
51.0
50.0
36.0
48.0
43.0
48.0
47.0
44.0
43.0
38.0
46.0
43.0
54.0
45.0
51.0
44.0
46.0
49.0
42.0
45.0
42.0
44.0
49.0
53.0
38.0
40.0
45.0
51.0
44.0
47.0
50.0
43.0
42.0
43.0
42.0
49.0
41.0
37.0
50.0
55.00000000000001
44.0
40.0
45.0
43.0
33.0
40.0
37.0
51.0
54.0
42.0
50.0
44.0
44.0
43.0
45.0
54.0
46.0
49.0
48.0
41.0
52.0
39.0
56.99999999999999
44.0
43.0
45.0
43.0
42.0
43.0
50.0
41.0
40.0
43.0
42.0
45.0
47.0
54.0
40.0
48.0
45.0
43.0
41.0
38.0
42.0
47.0
34.0
38.0
41.0
42.0
50.0
41.0
39.0
43.0
44.0
44.0
42.0
41.0
37.0
45.0
43.0
41.0
54.0
53.0
42.0
37.0
39.0
55.00000000000001
41.0
