colummn
51.0
54.0
46.0
46.0
53.0
63.0
50.0
54.0
49.0
46.0
57.99999999999999
39.0
52.0
57.99999999999999
49.0
48.0
50.0
40.0
36.0
57.99999999999999
56.00000000000001
53.0
50.0
56.00000000000001
55.00000000000001
51.0
56.99999999999999
56.00000000000001
46.0
47.0
51.0
53.0
56.00000000000001
52.0
62.0
56.00000000000001
60.0
56.00000000000001
59.0
61.0
54.0
66.0
54.0
61.0
66.0
65.0
59.0
67.0
71.0
72.0
68.0
65.0
64.0
60.0
55.00000000000001
63.0
61.0
63.0
62.0
67.0
66.0
